RUN	simulations.CircuitBreakerSimulation	circuitbreakersimulation	1554985040255	 	3.0.3
USER	Circuit breaker scenario	147	END	1554985063423	1554985063436
USER	Circuit breaker scenario	148	START	1554985063502	1554985063502
USER	Circuit breaker scenario	149	START	1554985063594	1554985063594
REQUEST	137		circuit-breaker	1554985062574	1554985063624	OK	 
USER	Circuit breaker scenario	137	END	1554985062573	1554985063625
USER	Circuit breaker scenario	150	START	1554985063672	1554985063672
REQUEST	136		circuit-breaker	1554985062483	1554985063692	OK	 
USER	Circuit breaker scenario	136	END	1554985062482	1554985063693
USER	Circuit breaker scenario	151	START	1554985063754	1554985063754
REQUEST	151		circuit-breaker	1554985063755	1554985063769	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	151	END	1554985063754	1554985063770
USER	Circuit breaker scenario	152	START	1554985063833	1554985063833
REQUEST	138		circuit-breaker	1554985062662	1554985063841	OK	 
USER	Circuit breaker scenario	138	END	1554985062662	1554985063841
USER	Circuit breaker scenario	153	START	1554985063913	1554985063913
USER	Circuit breaker scenario	154	START	1554985063984	1554985063984
USER	Circuit breaker scenario	155	START	1554985064063	1554985064063
REQUEST	155		circuit-breaker	1554985064063	1554985064082	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	155	END	1554985064063	1554985064083
USER	Circuit breaker scenario	156	START	1554985064142	1554985064142
USER	Circuit breaker scenario	157	START	1554985064213	1554985064213
USER	Circuit breaker scenario	158	START	1554985064292	1554985064292
REQUEST	141		circuit-breaker	1554985062924	1554985064306	OK	 
USER	Circuit breaker scenario	141	END	1554985062924	1554985064306
REQUEST	140		circuit-breaker	1554985062843	1554985064356	OK	 
USER	Circuit breaker scenario	140	END	1554985062842	1554985064357
USER	Circuit breaker scenario	159	START	1554985064373	1554985064373
REQUEST	159		circuit-breaker	1554985064374	1554985064385	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	159	END	1554985064373	1554985064385
REQUEST	142		circuit-breaker	1554985063004	1554985064413	OK	 
USER	Circuit breaker scenario	142	END	1554985063004	1554985064414
USER	Circuit breaker scenario	160	START	1554985064444	1554985064444
USER	Circuit breaker scenario	161	START	1554985064522	1554985064522
USER	Circuit breaker scenario	162	START	1554985064604	1554985064604
USER	Circuit breaker scenario	163	START	1554985064683	1554985064683
REQUEST	163		circuit-breaker	1554985064683	1554985064698	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	163	END	1554985064683	1554985064700
REQUEST	145		circuit-breaker	1554985063253	1554985064749	OK	 
USER	Circuit breaker scenario	145	END	1554985063252	1554985064750
USER	Circuit breaker scenario	164	START	1554985064753	1554985064753
REQUEST	144		circuit-breaker	1554985063173	1554985064791	OK	 
USER	Circuit breaker scenario	144	END	1554985063172	1554985064792
USER	Circuit breaker scenario	165	START	1554985064833	1554985064833
REQUEST	146		circuit-breaker	1554985063343	1554985064845	OK	 
USER	Circuit breaker scenario	146	END	1554985063342	1554985064845
USER	Circuit breaker scenario	166	START	1554985064904	1554985064904
USER	Circuit breaker scenario	167	START	1554985064982	1554985064982
REQUEST	167		circuit-breaker	1554985064982	1554985064990	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	167	END	1554985064982	1554985064991
USER	Circuit breaker scenario	168	START	1554985065063	1554985065063
USER	Circuit breaker scenario	169	START	1554985065144	1554985065144
REQUEST	149		circuit-breaker	1554985063594	1554985065155	OK	 
USER	Circuit breaker scenario	149	END	1554985063594	1554985065156
REQUEST	148		circuit-breaker	1554985063504	1554985065204	OK	 
USER	Circuit breaker scenario	148	END	1554985063502	1554985065205
USER	Circuit breaker scenario	170	START	1554985065212	1554985065212
REQUEST	150		circuit-breaker	1554985063673	1554985065247	OK	 
USER	Circuit breaker scenario	150	END	1554985063672	1554985065247
USER	Circuit breaker scenario	171	START	1554985065292	1554985065292
REQUEST	171		circuit-breaker	1554985065292	1554985065301	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	171	END	1554985065292	1554985065301
USER	Circuit breaker scenario	172	START	1554985065373	1554985065373
USER	Circuit breaker scenario	173	START	1554985065443	1554985065443
USER	Circuit breaker scenario	174	START	1554985065523	1554985065523
REQUEST	153		circuit-breaker	1554985063914	1554985065559	OK	 
USER	Circuit breaker scenario	153	END	1554985063913	1554985065560
USER	Circuit breaker scenario	175	START	1554985065603	1554985065603
REQUEST	175		circuit-breaker	1554985065603	1554985065612	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	175	END	1554985065603	1554985065613
REQUEST	152		circuit-breaker	1554985063833	1554985065626	OK	 
USER	Circuit breaker scenario	152	END	1554985063833	1554985065627
REQUEST	154		circuit-breaker	1554985063985	1554985065664	OK	 
USER	Circuit breaker scenario	154	END	1554985063984	1554985065665
USER	Circuit breaker scenario	176	START	1554985065672	1554985065672
USER	Circuit breaker scenario	177	START	1554985065753	1554985065753
USER	Circuit breaker scenario	178	START	1554985065832	1554985065832
USER	Circuit breaker scenario	179	START	1554985065914	1554985065914
REQUEST	179		circuit-breaker	1554985065914	1554985065924	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	179	END	1554985065914	1554985065925
REQUEST	157		circuit-breaker	1554985064213	1554985065963	OK	 
USER	Circuit breaker scenario	157	END	1554985064213	1554985065964
USER	Circuit breaker scenario	180	START	1554985065985	1554985065985
REQUEST	156		circuit-breaker	1554985064143	1554985066041	OK	 
USER	Circuit breaker scenario	156	END	1554985064142	1554985066041
USER	Circuit breaker scenario	181	START	1554985066064	1554985066064
REQUEST	158		circuit-breaker	1554985064292	1554985066073	OK	 
USER	Circuit breaker scenario	158	END	1554985064292	1554985066074
USER	Circuit breaker scenario	182	START	1554985066144	1554985066144
USER	Circuit breaker scenario	183	START	1554985066214	1554985066214
REQUEST	183		circuit-breaker	1554985066214	1554985066223	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	183	END	1554985066214	1554985066223
USER	Circuit breaker scenario	184	START	1554985066293	1554985066293
REQUEST	161		circuit-breaker	1554985064524	1554985066364	OK	 
USER	Circuit breaker scenario	161	END	1554985064522	1554985066364
USER	Circuit breaker scenario	185	START	1554985066374	1554985066374
USER	Circuit breaker scenario	186	START	1554985066444	1554985066444
REQUEST	160		circuit-breaker	1554985064445	1554985066459	OK	 
USER	Circuit breaker scenario	160	END	1554985064444	1554985066460
REQUEST	162		circuit-breaker	1554985064604	1554985066517	OK	 
USER	Circuit breaker scenario	162	END	1554985064604	1554985066518
USER	Circuit breaker scenario	187	START	1554985066522	1554985066522
REQUEST	187		circuit-breaker	1554985066523	1554985066534	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	187	END	1554985066522	1554985066536
USER	Circuit breaker scenario	188	START	1554985066604	1554985066604
USER	Circuit breaker scenario	189	START	1554985066684	1554985066684
USER	Circuit breaker scenario	190	START	1554985066752	1554985066752
REQUEST	165		circuit-breaker	1554985064833	1554985066781	OK	 
USER	Circuit breaker scenario	165	END	1554985064833	1554985066781
USER	Circuit breaker scenario	191	START	1554985066823	1554985066823
REQUEST	191		circuit-breaker	1554985066824	1554985066834	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	191	END	1554985066823	1554985066834
REQUEST	164		circuit-breaker	1554985064754	1554985066872	OK	 
USER	Circuit breaker scenario	164	END	1554985064753	1554985066873
USER	Circuit breaker scenario	192	START	1554985066892	1554985066892
REQUEST	166		circuit-breaker	1554985064904	1554985066933	OK	 
USER	Circuit breaker scenario	166	END	1554985064904	1554985066933
USER	Circuit breaker scenario	193	START	1554985066974	1554985066974
USER	Circuit breaker scenario	194	START	1554985067042	1554985067042
USER	Circuit breaker scenario	195	START	1554985067112	1554985067112
REQUEST	195		circuit-breaker	1554985067113	1554985067122	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	195	END	1554985067112	1554985067123
USER	Circuit breaker scenario	196	START	1554985067184	1554985067184
REQUEST	169		circuit-breaker	1554985065145	1554985067193	OK	 
USER	Circuit breaker scenario	169	END	1554985065144	1554985067194
USER	Circuit breaker scenario	197	START	1554985067254	1554985067254
REQUEST	168		circuit-breaker	1554985065063	1554985067277	OK	 
USER	Circuit breaker scenario	168	END	1554985065063	1554985067277
USER	Circuit breaker scenario	198	START	1554985067322	1554985067322
REQUEST	170		circuit-breaker	1554985065213	1554985067391	OK	 
USER	Circuit breaker scenario	170	END	1554985065212	1554985067392
USER	Circuit breaker scenario	199	START	1554985067392	1554985067392
REQUEST	199		circuit-breaker	1554985067394	1554985067406	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	199	END	1554985067392	1554985067407
USER	Circuit breaker scenario	200	START	1554985067473	1554985067473
USER	Circuit breaker scenario	201	START	1554985067542	1554985067542
REQUEST	173		circuit-breaker	1554985065444	1554985067597	OK	 
USER	Circuit breaker scenario	173	END	1554985065443	1554985067598
USER	Circuit breaker scenario	202	START	1554985067614	1554985067614
REQUEST	172		circuit-breaker	1554985065374	1554985067674	OK	 
USER	Circuit breaker scenario	172	END	1554985065373	1554985067675
USER	Circuit breaker scenario	203	START	1554985067682	1554985067682
REQUEST	203		circuit-breaker	1554985067682	1554985067690	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	203	END	1554985067682	1554985067691
USER	Circuit breaker scenario	204	START	1554985067753	1554985067753
REQUEST	174		circuit-breaker	1554985065523	1554985067808	OK	 
USER	Circuit breaker scenario	174	END	1554985065523	1554985067808
USER	Circuit breaker scenario	205	START	1554985067822	1554985067822
USER	Circuit breaker scenario	206	START	1554985067892	1554985067892
USER	Circuit breaker scenario	207	START	1554985067973	1554985067973
REQUEST	207		circuit-breaker	1554985067973	1554985067981	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	207	END	1554985067973	1554985067981
REQUEST	177		circuit-breaker	1554985065753	1554985068020	OK	 
USER	Circuit breaker scenario	177	END	1554985065753	1554985068020
USER	Circuit breaker scenario	208	START	1554985068042	1554985068042
REQUEST	176		circuit-breaker	1554985065673	1554985068089	OK	 
USER	Circuit breaker scenario	176	END	1554985065672	1554985068089
USER	Circuit breaker scenario	209	START	1554985068112	1554985068112
USER	Circuit breaker scenario	210	START	1554985068182	1554985068182
REQUEST	178		circuit-breaker	1554985065832	1554985068221	OK	 
USER	Circuit breaker scenario	178	END	1554985065832	1554985068222
USER	Circuit breaker scenario	211	START	1554985068252	1554985068252
REQUEST	211		circuit-breaker	1554985068253	1554985068269	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	211	END	1554985068252	1554985068270
USER	Circuit breaker scenario	212	START	1554985068322	1554985068322
USER	Circuit breaker scenario	213	START	1554985068394	1554985068394
REQUEST	181		circuit-breaker	1554985066064	1554985068423	OK	 
USER	Circuit breaker scenario	181	END	1554985066064	1554985068423
USER	Circuit breaker scenario	214	START	1554985068475	1554985068475
USER	Circuit breaker scenario	215	START	1554985068542	1554985068542
REQUEST	215		circuit-breaker	1554985068542	1554985068554	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	215	END	1554985068542	1554985068555
USER	Circuit breaker scenario	216	START	1554985068615	1554985068615
REQUEST	180		circuit-breaker	1554985065985	1554985068631	OK	 
USER	Circuit breaker scenario	180	END	1554985065985	1554985068632
USER	Circuit breaker scenario	217	START	1554985068681	1554985068681
REQUEST	182		circuit-breaker	1554985066145	1554985068694	OK	 
USER	Circuit breaker scenario	182	END	1554985066144	1554985068695
USER	Circuit breaker scenario	218	START	1554985068753	1554985068753
USER	Circuit breaker scenario	219	START	1554985068822	1554985068822
REQUEST	219		circuit-breaker	1554985068822	1554985068831	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	219	END	1554985068822	1554985068832
REQUEST	185		circuit-breaker	1554985066375	1554985068878	OK	 
USER	Circuit breaker scenario	185	END	1554985066374	1554985068878
USER	Circuit breaker scenario	220	START	1554985068892	1554985068892
USER	Circuit breaker scenario	221	START	1554985068954	1554985068954
USER	Circuit breaker scenario	222	START	1554985069022	1554985069022
REQUEST	184		circuit-breaker	1554985066294	1554985069054	OK	 
USER	Circuit breaker scenario	184	END	1554985066293	1554985069055
USER	Circuit breaker scenario	223	START	1554985069092	1554985069092
REQUEST	223		circuit-breaker	1554985069092	1554985069101	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	223	END	1554985069092	1554985069101
REQUEST	186		circuit-breaker	1554985066444	1554985069130	OK	 
USER	Circuit breaker scenario	186	END	1554985066444	1554985069131
USER	Circuit breaker scenario	224	START	1554985069152	1554985069152
USER	Circuit breaker scenario	225	START	1554985069222	1554985069222
USER	Circuit breaker scenario	226	START	1554985069294	1554985069294
REQUEST	189		circuit-breaker	1554985066684	1554985069301	OK	 
USER	Circuit breaker scenario	189	END	1554985066684	1554985069302
USER	Circuit breaker scenario	227	START	1554985069353	1554985069353
REQUEST	227		circuit-breaker	1554985069353	1554985069365	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	227	END	1554985069353	1554985069366
USER	Circuit breaker scenario	228	START	1554985069422	1554985069422
USER	Circuit breaker scenario	229	START	1554985069492	1554985069492
REQUEST	188		circuit-breaker	1554985066606	1554985069500	OK	 
USER	Circuit breaker scenario	188	END	1554985066604	1554985069501
USER	Circuit breaker scenario	230	START	1554985069553	1554985069553
REQUEST	190		circuit-breaker	1554985066755	1554985069568	OK	 
USER	Circuit breaker scenario	190	END	1554985066752	1554985069568
USER	Circuit breaker scenario	231	START	1554985069622	1554985069622
REQUEST	231		circuit-breaker	1554985069623	1554985069635	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	231	END	1554985069622	1554985069636
USER	Circuit breaker scenario	232	START	1554985069693	1554985069693
USER	Circuit breaker scenario	233	START	1554985069752	1554985069752
REQUEST	193		circuit-breaker	1554985066975	1554985069774	OK	 
USER	Circuit breaker scenario	193	END	1554985066974	1554985069774
USER	Circuit breaker scenario	234	START	1554985069823	1554985069823
USER	Circuit breaker scenario	235	START	1554985069893	1554985069893
REQUEST	235		circuit-breaker	1554985069893	1554985069902	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Circuit breaker scenario	235	END	1554985069893	1554985069903
REQUEST	192		circuit-breaker	1554985066894	1554985069939	OK	 
USER	Circuit breaker scenario	192	END	1554985066892	1554985069939
USER	Circuit breaker scenario	236	START	1554985069952	1554985069952
